-- 근태
-- dml - Attendance1.sql
-- depth4
-- 작성자: 김민도

-- 기준일: 2026-02-06 (금)
-- 휴일 및 년도별 공휴일에는 데이터값 입력하지 않았음
-- 오전입실 확률 85% / 오후입실 확률 10% / 병가확률 5%(입실,퇴실 없음)
-- 오전입실 '정상'(attendanceTypeSeq=1) 입실(8시30분~8시59분59초) -> 퇴실(17시50분~17시59분59초) 확률 90% / '조퇴'(attendanceTypeSeq=4) 퇴실(16시50분~16시59분59초) 확률 10%
-- 오후입실 '지각'(attendanceTypeSeq=2) 입실(14시00분~14시59분59초) 퇴실(17시50분~17시59분59초)
-- '병가'(attendanceTypeSeq=5)

-- registeredCourseSeq 1, java 과정
-- 2024-01-02 시작 ~ 2024-06-30 종료
-- 1강의실 30/30명
INSERT INTO ATTENDANCE VALUES (1, TO_DATE('2024-01-02', 'YYYY-MM-DD'), TO_DATE('2024-01-02 08:07:07', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-01-02 17:55:01', 'YYYY-MM-DD HH24:MI:SS'), 1, 1);
INSERT INTO ATTENDANCE VALUES (7593, TO_DATE('2024-07-02', 'YYYY-MM-DD'), TO_DATE('2024-07-02 08:06:02', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-07-02 17:51:32', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7594, TO_DATE('2024-07-03', 'YYYY-MM-DD'), TO_DATE('2024-07-03 14:00:08', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-07-03 17:53:31', 'YYYY-MM-DD HH24:MI:SS'), 64, 2);
INSERT INTO ATTENDANCE VALUES (7595, TO_DATE('2024-07-04', 'YYYY-MM-DD'), TO_DATE('2024-07-04 08:23:40', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-07-04 17:55:16', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7596, TO_DATE('2024-07-05', 'YYYY-MM-DD'), TO_DATE('2024-07-05 08:07:14', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-07-05 17:56:36', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7597, TO_DATE('2024-07-08', 'YYYY-MM-DD'), TO_DATE('2024-07-08 14:25:37', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-07-08 17:55:00', 'YYYY-MM-DD HH24:MI:SS'), 64, 2);
INSERT INTO ATTENDANCE VALUES (7598, TO_DATE('2024-07-09', 'YYYY-MM-DD'), TO_DATE('2024-07-09 14:01:29', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-07-09 17:54:20', 'YYYY-MM-DD HH24:MI:SS'), 64, 2);
INSERT INTO ATTENDANCE VALUES (7599, TO_DATE('2024-07-10', 'YYYY-MM-DD'), TO_DATE('2024-07-10 08:25:38', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-07-10 17:59:23', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7600, TO_DATE('2024-07-11', 'YYYY-MM-DD'), TO_DATE('2024-07-11 08:23:40', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-07-11 17:57:28', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7601, TO_DATE('2024-07-12', 'YYYY-MM-DD'), TO_DATE('2024-07-12 08:03:38', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-07-12 17:55:15', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7602, TO_DATE('2024-07-15', 'YYYY-MM-DD'), TO_DATE('2024-07-15 08:05:51', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-07-15 17:57:14', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7603, TO_DATE('2024-07-16', 'YYYY-MM-DD'), TO_DATE('2024-07-16 08:12:20', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-07-16 17:51:44', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7604, TO_DATE('2024-07-17', 'YYYY-MM-DD'), TO_DATE('2024-07-17 08:04:07', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-07-17 17:50:12', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7605, TO_DATE('2024-07-18', 'YYYY-MM-DD'), TO_DATE('2024-07-18 08:23:40', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-07-18 17:57:11', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7606, TO_DATE('2024-07-19', 'YYYY-MM-DD'), TO_DATE('2024-07-19 08:27:13', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-07-19 17:55:59', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7607, TO_DATE('2024-07-22', 'YYYY-MM-DD'), TO_DATE('2024-07-22 08:06:55', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-07-22 17:53:40', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7608, TO_DATE('2024-07-23', 'YYYY-MM-DD'), TO_DATE('2024-07-23 08:17:17', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-07-23 17:59:14', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7609, TO_DATE('2024-07-24', 'YYYY-MM-DD'), TO_DATE('2024-07-24 14:58:05', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-07-24 17:55:18', 'YYYY-MM-DD HH24:MI:SS'), 64, 2);
INSERT INTO ATTENDANCE VALUES (7610, TO_DATE('2024-07-25', 'YYYY-MM-DD'), TO_DATE('2024-07-25 08:19:13', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-07-25 17:57:07', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7611, TO_DATE('2024-07-26', 'YYYY-MM-DD'), NULL, NULL, 64, 5);
INSERT INTO ATTENDANCE VALUES (7612, TO_DATE('2024-07-29', 'YYYY-MM-DD'), TO_DATE('2024-07-29 08:21:19', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-07-29 17:54:52', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7613, TO_DATE('2024-07-30', 'YYYY-MM-DD'), TO_DATE('2024-07-30 08:28:19', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-07-30 17:51:01', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7614, TO_DATE('2024-07-31', 'YYYY-MM-DD'), NULL, NULL, 64, 5);
INSERT INTO ATTENDANCE VALUES (7615, TO_DATE('2024-08-01', 'YYYY-MM-DD'), TO_DATE('2024-08-01 08:20:06', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-08-01 17:51:16', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7616, TO_DATE('2024-08-02', 'YYYY-MM-DD'), TO_DATE('2024-08-02 14:35:44', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-08-02 17:59:50', 'YYYY-MM-DD HH24:MI:SS'), 64, 2);
INSERT INTO ATTENDANCE VALUES (7617, TO_DATE('2024-08-05', 'YYYY-MM-DD'), TO_DATE('2024-08-05 08:21:47', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-08-05 16:59:06', 'YYYY-MM-DD HH24:MI:SS'), 64, 4);
INSERT INTO ATTENDANCE VALUES (7618, TO_DATE('2024-08-06', 'YYYY-MM-DD'), TO_DATE('2024-08-06 08:07:39', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-08-06 17:53:57', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7619, TO_DATE('2024-08-07', 'YYYY-MM-DD'), TO_DATE('2024-08-07 08:02:51', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-08-07 17:58:23', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7620, TO_DATE('2024-08-08', 'YYYY-MM-DD'), TO_DATE('2024-08-08 08:25:53', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-08-08 16:55:16', 'YYYY-MM-DD HH24:MI:SS'), 64, 4);
INSERT INTO ATTENDANCE VALUES (7621, TO_DATE('2024-08-09', 'YYYY-MM-DD'), TO_DATE('2024-08-09 08:09:59', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-08-09 17:57:58', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7622, TO_DATE('2024-08-12', 'YYYY-MM-DD'), TO_DATE('2024-08-12 08:15:06', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-08-12 17:54:45', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7623, TO_DATE('2024-08-13', 'YYYY-MM-DD'), TO_DATE('2024-08-13 08:22:48', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-08-13 17:55:30', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7624, TO_DATE('2024-08-14', 'YYYY-MM-DD'), TO_DATE('2024-08-14 08:06:49', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-08-14 17:56:51', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7625, TO_DATE('2024-08-15', 'YYYY-MM-DD'), TO_DATE('2024-08-15 08:19:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-08-15 17:53:57', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7626, TO_DATE('2024-08-16', 'YYYY-MM-DD'), TO_DATE('2024-08-16 08:03:59', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-08-16 17:54:57', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7627, TO_DATE('2024-08-19', 'YYYY-MM-DD'), NULL, NULL, 64, 5);
INSERT INTO ATTENDANCE VALUES (7628, TO_DATE('2024-08-20', 'YYYY-MM-DD'), TO_DATE('2024-08-20 08:15:12', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-08-20 17:54:00', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7629, TO_DATE('2024-08-21', 'YYYY-MM-DD'), TO_DATE('2024-08-21 08:25:34', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-08-21 17:52:46', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7630, TO_DATE('2024-08-22', 'YYYY-MM-DD'), TO_DATE('2024-08-22 08:21:43', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-08-22 17:55:25', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7631, TO_DATE('2024-08-23', 'YYYY-MM-DD'), TO_DATE('2024-08-23 08:17:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-08-23 17:52:58', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7632, TO_DATE('2024-08-26', 'YYYY-MM-DD'), TO_DATE('2024-08-26 08:03:25', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-08-26 17:50:02', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7633, TO_DATE('2024-08-27', 'YYYY-MM-DD'), TO_DATE('2024-08-27 08:09:28', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-08-27 16:55:49', 'YYYY-MM-DD HH24:MI:SS'), 64, 4);
INSERT INTO ATTENDANCE VALUES (7634, TO_DATE('2024-08-28', 'YYYY-MM-DD'), TO_DATE('2024-08-28 08:29:07', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-08-28 17:59:40', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7635, TO_DATE('2024-08-29', 'YYYY-MM-DD'), TO_DATE('2024-08-29 08:11:53', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-08-29 17:53:55', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7636, TO_DATE('2024-08-30', 'YYYY-MM-DD'), NULL, NULL, 64, 5);
INSERT INTO ATTENDANCE VALUES (7637, TO_DATE('2024-09-02', 'YYYY-MM-DD'), TO_DATE('2024-09-02 14:10:43', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-09-02 17:53:31', 'YYYY-MM-DD HH24:MI:SS'), 64, 2);
INSERT INTO ATTENDANCE VALUES (7638, TO_DATE('2024-09-03', 'YYYY-MM-DD'), NULL, NULL, 64, 5);
INSERT INTO ATTENDANCE VALUES (7639, TO_DATE('2024-09-04', 'YYYY-MM-DD'), TO_DATE('2024-09-04 08:12:30', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-09-04 17:53:29', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7640, TO_DATE('2024-09-05', 'YYYY-MM-DD'), TO_DATE('2024-09-05 14:46:22', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-09-05 17:58:46', 'YYYY-MM-DD HH24:MI:SS'), 64, 2);
INSERT INTO ATTENDANCE VALUES (7641, TO_DATE('2024-09-06', 'YYYY-MM-DD'), TO_DATE('2024-09-06 08:02:59', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-09-06 17:58:50', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7642, TO_DATE('2024-09-09', 'YYYY-MM-DD'), TO_DATE('2024-09-09 08:21:57', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-09-09 17:57:18', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7643, TO_DATE('2024-09-10', 'YYYY-MM-DD'), TO_DATE('2024-09-10 08:29:33', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-09-10 17:56:16', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7644, TO_DATE('2024-09-11', 'YYYY-MM-DD'), TO_DATE('2024-09-11 08:06:50', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-09-11 17:59:12', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7645, TO_DATE('2024-09-12', 'YYYY-MM-DD'), TO_DATE('2024-09-12 08:28:22', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-09-12 17:58:57', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7646, TO_DATE('2024-09-13', 'YYYY-MM-DD'), TO_DATE('2024-09-13 08:08:56', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-09-13 17:56:34', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7647, TO_DATE('2024-09-16', 'YYYY-MM-DD'), TO_DATE('2024-09-16 08:01:47', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-09-16 17:53:51', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7648, TO_DATE('2024-09-17', 'YYYY-MM-DD'), TO_DATE('2024-09-17 08:02:11', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-09-17 17:55:35', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7649, TO_DATE('2024-09-18', 'YYYY-MM-DD'), TO_DATE('2024-09-18 08:02:54', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-09-18 17:50:52', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7650, TO_DATE('2024-09-19', 'YYYY-MM-DD'), TO_DATE('2024-09-19 08:10:30', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-09-19 17:53:23', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7651, TO_DATE('2024-09-20', 'YYYY-MM-DD'), TO_DATE('2024-09-20 08:08:12', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-09-20 17:58:55', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7652, TO_DATE('2024-09-23', 'YYYY-MM-DD'), TO_DATE('2024-09-23 08:24:44', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-09-23 17:52:17', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7653, TO_DATE('2024-09-24', 'YYYY-MM-DD'), TO_DATE('2024-09-24 08:00:28', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-09-24 17:53:17', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7654, TO_DATE('2024-09-25', 'YYYY-MM-DD'), TO_DATE('2024-09-25 08:22:46', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-09-25 17:58:35', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7655, TO_DATE('2024-09-26', 'YYYY-MM-DD'), TO_DATE('2024-09-26 08:14:04', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-09-26 17:54:33', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7656, TO_DATE('2024-09-27', 'YYYY-MM-DD'), TO_DATE('2024-09-27 08:16:09', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-09-27 17:52:24', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7657, TO_DATE('2024-09-30', 'YYYY-MM-DD'), TO_DATE('2024-09-30 14:17:46', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-09-30 17:53:36', 'YYYY-MM-DD HH24:MI:SS'), 64, 2);
INSERT INTO ATTENDANCE VALUES (7658, TO_DATE('2024-10-01', 'YYYY-MM-DD'), TO_DATE('2024-10-01 08:25:53', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-10-01 17:51:37', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7659, TO_DATE('2024-10-02', 'YYYY-MM-DD'), TO_DATE('2024-10-02 08:14:26', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-10-02 17:50:06', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7660, TO_DATE('2024-10-03', 'YYYY-MM-DD'), TO_DATE('2024-10-03 08:19:17', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-10-03 17:59:53', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7661, TO_DATE('2024-10-04', 'YYYY-MM-DD'), TO_DATE('2024-10-04 08:12:25', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-10-04 17:51:40', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7662, TO_DATE('2024-10-07', 'YYYY-MM-DD'), TO_DATE('2024-10-07 08:13:58', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-10-07 17:58:55', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7663, TO_DATE('2024-10-08', 'YYYY-MM-DD'), TO_DATE('2024-10-08 08:08:04', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-10-08 17:52:57', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7664, TO_DATE('2024-10-09', 'YYYY-MM-DD'), TO_DATE('2024-10-09 08:26:40', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-10-09 17:52:45', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7665, TO_DATE('2024-10-10', 'YYYY-MM-DD'), TO_DATE('2024-10-10 08:01:20', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-10-10 16:54:59', 'YYYY-MM-DD HH24:MI:SS'), 64, 4);
INSERT INTO ATTENDANCE VALUES (7666, TO_DATE('2024-10-11', 'YYYY-MM-DD'), TO_DATE('2024-10-11 14:13:08', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-10-11 17:58:41', 'YYYY-MM-DD HH24:MI:SS'), 64, 2);
INSERT INTO ATTENDANCE VALUES (7667, TO_DATE('2024-10-14', 'YYYY-MM-DD'), TO_DATE('2024-10-14 08:26:36', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-10-14 17:50:55', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7668, TO_DATE('2024-10-15', 'YYYY-MM-DD'), TO_DATE('2024-10-15 08:29:14', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-10-15 17:59:48', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7669, TO_DATE('2024-10-16', 'YYYY-MM-DD'), TO_DATE('2024-10-16 08:22:21', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-10-16 17:53:46', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7670, TO_DATE('2024-10-17', 'YYYY-MM-DD'), TO_DATE('2024-10-17 08:00:24', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-10-17 17:55:56', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7671, TO_DATE('2024-10-18', 'YYYY-MM-DD'), TO_DATE('2024-10-18 14:56:32', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-10-18 17:50:40', 'YYYY-MM-DD HH24:MI:SS'), 64, 2);
INSERT INTO ATTENDANCE VALUES (7672, TO_DATE('2024-10-21', 'YYYY-MM-DD'), TO_DATE('2024-10-21 08:22:06', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-10-21 17:59:34', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7673, TO_DATE('2024-10-22', 'YYYY-MM-DD'), TO_DATE('2024-10-22 08:22:53', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-10-22 17:52:16', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7674, TO_DATE('2024-10-23', 'YYYY-MM-DD'), TO_DATE('2024-10-23 08:20:19', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-10-23 17:54:27', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7675, TO_DATE('2024-10-24', 'YYYY-MM-DD'), TO_DATE('2024-10-24 08:20:19', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-10-24 17:51:59', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7676, TO_DATE('2024-10-25', 'YYYY-MM-DD'), TO_DATE('2024-10-25 08:17:51', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-10-25 17:55:10', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7677, TO_DATE('2024-10-28', 'YYYY-MM-DD'), TO_DATE('2024-10-28 08:07:22', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-10-28 17:56:47', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7678, TO_DATE('2024-10-29', 'YYYY-MM-DD'), TO_DATE('2024-10-29 08:15:55', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-10-29 17:51:09', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7679, TO_DATE('2024-10-30', 'YYYY-MM-DD'), TO_DATE('2024-10-30 08:08:20', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-10-30 16:51:14', 'YYYY-MM-DD HH24:MI:SS'), 64, 4);
INSERT INTO ATTENDANCE VALUES (7680, TO_DATE('2024-10-31', 'YYYY-MM-DD'), TO_DATE('2024-10-31 08:05:31', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-10-31 17:55:47', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7681, TO_DATE('2024-11-01', 'YYYY-MM-DD'), TO_DATE('2024-11-01 08:03:40', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-11-01 17:52:34', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7682, TO_DATE('2024-11-04', 'YYYY-MM-DD'), TO_DATE('2024-11-04 08:16:52', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-11-04 17:50:11', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7683, TO_DATE('2024-11-05', 'YYYY-MM-DD'), TO_DATE('2024-11-05 08:12:20', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-11-05 17:53:24', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7684, TO_DATE('2024-11-06', 'YYYY-MM-DD'), NULL, NULL, 64, 5);
INSERT INTO ATTENDANCE VALUES (7685, TO_DATE('2024-11-07', 'YYYY-MM-DD'), TO_DATE('2024-11-07 08:29:06', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-11-07 17:51:34', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7686, TO_DATE('2024-11-08', 'YYYY-MM-DD'), TO_DATE('2024-11-08 14:35:44', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-11-08 17:50:38', 'YYYY-MM-DD HH24:MI:SS'), 64, 2);
INSERT INTO ATTENDANCE VALUES (7687, TO_DATE('2024-11-11', 'YYYY-MM-DD'), TO_DATE('2024-11-11 08:05:21', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-11-11 17:52:26', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
INSERT INTO ATTENDANCE VALUES (7688, TO_DATE('2024-11-12', 'YYYY-MM-DD'), TO_DATE('2024-11-12 08:02:19', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2024-11-12 17:50:52', 'YYYY-MM-DD HH24:MI:SS'), 64, 1);
